total_bill,tip,sex,smoker,day,time,size
-0.14464367884440396,-2.0018278047348885,-1.3433531557819876,-0.7847891689715775,0.2791575947637112,-0.6215815605080609,-0.6066689916050243
-1.2644788534341282,-1.1190192235329262,0.7444058888728211,-0.7847891689715775,0.2791575947637112,-0.6215815605080609,0.607765151987002
0.34475874308549154,0.537483206779835,0.7444058888728211,-0.7847891689715775,0.2791575947637112,-0.6215815605080609,0.607765151987002
0.6225975607414186,0.40156213921219136,0.7444058888728211,-0.7847891689715775,0.2791575947637112,-0.6215815605080609,-0.6066689916050243
0.7104616484450776,0.6135748836765934,-1.3433531557819876,-0.7847891689715775,0.2791575947637112,-0.6215815605080609,1.5497534563982112
0.7759487669570388,1.2878041346139537,0.7444058888728211,-0.7847891689715775,0.2791575947637112,-0.6215815605080609,1.5497534563982112
-1.6260930954051767,-0.7400295073602442,0.7444058888728211,-0.7847891689715775,0.2791575947637112,-0.6215815605080609,-0.6066689916050243
0.9184420879585238,0.25951211227901694,0.7444058888728211,-0.7847891689715775,0.2791575947637112,-0.6215815605080609,1.5497534563982112
-0.4230506698078786,-0.7823218743076269,0.7444058888728211,-0.7847891689715775,0.2791575947637112,-0.6215815605080609,-0.6066689916050243
-0.462707161457457,0.3425302666582396,0.7444058888728211,-0.7847891689715775,0.2791575947637112,-0.6215815605080609,-0.6066689916050243
-1.279504401334554,-1.0603446409395494,0.7444058888728211,-0.7847891689715775,0.2791575947637112,-0.6215815605080609,-0.6066689916050243
1.556170995754545,1.443892902307264,-1.3433531557819876,-0.7847891689715775,0.2791575947637112,-0.6215815605080609,1.5497534563982112
-0.36623261334808727,-1.227468194256185,0.7444058888728211,-0.7847891689715775,0.2791575947637112,-0.6215815605080609,-0.6066689916050243
0.04221130107483748,0.1663801881671848,0.7444058888728211,-0.7847891689715775,0.2791575947637112,-0.6215815605080609,1.5497534563982112
-0.45503041278109496,0.18209460493261945,-1.3433531557819876,-0.7847891689715775,0.2791575947637112,-0.6215815605080609,-0.6066689916050243
